Mapped 'مدين مصري' to debitEgp at column index 18
Parsed NUMERIC/FORMULA for col 12 row 314 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 314 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 314 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 315 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 315 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 315 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 315 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 316 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 316 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 316 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 316 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 317 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 317 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 317 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 317 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 318 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 318 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 318 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 318 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 319 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 319 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 319 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 319 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 320 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 320 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 320 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 320 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 321 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 321 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 321 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 321 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 322 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 322 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 322 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 322 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 323 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 323 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 323 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 323 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 324 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 324 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 324 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 324 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 325 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 325 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 325 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 325 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 326 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 326 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 326 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 326 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 327 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 327 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 327 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 327 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 328 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 328 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 328 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 328 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 329 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 329 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 329 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 329 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 330 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 330 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 330 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 330 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 331 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 331 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 331 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 331 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 332 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 332 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 332 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 332 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 333 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 333 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 333 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 333 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 334 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 334 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 334 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 334 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 335 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 335 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 335 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 335 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 336 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 336 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 336 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 336 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 337 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 337 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 337 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 337 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 338 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 338 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 338 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 338 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 339 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 339 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 339 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 339 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 340 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 340 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 340 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 340 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 341 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 341 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 341 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 341 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 342 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 342 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 342 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 342 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 343 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 343 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 343 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 343 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 344 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 344 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 344 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 344 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 345 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 345 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 345 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 345 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 346 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 346 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 346 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 346 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 347 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 347 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 347 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 347 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 348 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 348 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 348 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 348 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 349 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 349 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 349 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 349 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 350 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 350 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 350 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 350 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 351 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 351 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 351 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 351 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 352 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 352 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 352 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 352 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 353 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 353 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 353 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 353 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 354 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 354 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 354 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 354 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 355 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 355 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 355 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 355 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 356 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 356 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 356 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 356 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 357 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 357 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 357 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 357 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 358 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 358 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 358 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 358 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 359 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 359 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 359 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 359 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 360 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 360 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 360 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 360 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 361 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 361 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 361 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 361 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 362 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 362 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 362 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 362 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 363 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 363 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 363 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 363 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 364 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 364 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 364 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 364 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 365 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 365 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 365 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 365 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 366 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 366 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 366 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 366 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 367 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 367 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 367 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 367 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 368 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 368 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 368 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 368 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 369 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 369 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 369 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 369 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 370 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 370 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 370 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 370 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 371 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 371 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 371 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 371 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 372 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 372 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 372 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 372 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 373 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 373 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 373 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 373 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 374 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 374 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 374 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 374 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 375 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 375 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 375 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 375 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 376 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 376 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 376 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 376 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 377 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 377 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 377 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 377 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 378 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 378 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 378 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 378 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 379 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 379 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 379 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 379 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 380 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 380 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 380 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 380 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 381 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 381 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 381 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 381 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 382 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 382 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 382 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 382 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 383 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 383 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 383 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 383 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 384 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 384 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 384 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 384 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 385 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 385 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 385 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 385 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 386 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 386 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 386 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 386 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 387 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 387 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 387 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 387 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 388 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 388 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 388 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 388 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 389 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 389 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 389 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 389 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 390 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 390 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 390 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 390 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 391 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 391 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 391 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 391 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 392 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 392 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 392 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 392 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 393 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 393 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 393 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 393 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 394 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 394 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 394 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 394 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 395 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 395 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 395 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 395 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 396 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 396 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 396 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 396 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 397 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 397 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 397 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 397 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 398 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 398 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 398 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 398 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 399 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 399 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 399 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 399 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 400 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 400 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 400 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 400 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 401 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 401 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 401 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 401 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 402 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 402 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 402 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 402 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 403 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 403 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 403 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 403 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 404 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 404 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 404 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 404 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 405 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 405 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 405 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 405 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 406 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 406 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 406 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 406 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 407 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 407 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 407 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 407 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 408 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 408 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 408 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 408 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 409 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 409 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 409 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 409 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 410 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 410 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 410 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 410 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 411 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 411 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 411 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 411 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 412 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 412 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 412 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 412 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 413 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 413 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 413 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 413 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 414 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 414 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 414 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 414 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 415 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 415 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 415 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 415 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 416 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 416 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 416 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 416 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 417 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 417 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 417 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 417 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 418 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 418 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 418 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 418 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 419 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 419 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 419 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 419 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 420 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 420 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 420 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 420 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 421 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 421 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 421 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 421 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 422 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 422 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 422 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 422 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 423 -> 0.0
